thai,burmese,count,status
วันมะรืนนี้.,သန်ဖက်ခါ,800,Queue
ที่แล้ว.,တုန်းက,800,Queue
ไวยากรณ์.,သဒ္ဒါ,3700,Queue
แผนที่.,မြေပုံ,5000,Queue
กษัตริย์.,ဘုရင်,3000,Queue
ศาสนา.,သာသနာ,300,Queue
ภาพถ่าย และ วิดีโอ.,ဓါတ်ပုံ နဲ့ ဗီဒီယို,800,Queue
ที่สุดในโลก.,ကမ္ဘာပေါ်မှာ .. ဆုံး,500,Queue
สามวันอาทิตย์ที่แล้ว.,သုံးပတ်အရင်က,1000,Queue
สี่วันอาทิตย์ที่นะ.,လေးပတ်နောက်,1500,Queue
Mun.,ဖြစ်ကောင်းဖြစ်,500,Queue
ท่าเทียบเรือ.,ဆိပ်ခံတံတား,1100,Queue
โต๊ะและเก้าอี้.,စားပွဲနဲ့ ကုလားထိုင်,5000,Queue
ถักเปีย.,ကျစ်ဆံမြီး,800,Queue
ขยะ.,အမှိုက်,500,Queue
รถไฟ.,မီးရထား,800,Queue
สนุก.,ပျော်ရွှင်မှု,500,Queue
ไม่สนุกแล้ว.,အဆင်မပြေပါဘူးကွာ,300,Queue
หาว.,သမ်းဝေသည်,1100,Queue
ผมยากกลับบ้าน.,ကျနော်အိမ်ပြန်ချင်တယ်,300,Queue
รักและเกลียด.,အချစ်နဲ့ အမုန်း,10000,Queue
จำได้ไหม.,မှတ်မိလား,800,Queue
เคย.,ရောက်ဖူးတယ်/ဖြစ်ဖူးတယ်,300,Queue
บริษัท.,ကုမ္ပဏီ,300,Queue
ธุรกิจ.,စီးပွားရေးလုပ်ငန်း,1300,Queue
ไม่ค่อยสบาย.,နေသိပ်မကောင်းဘူး,500,Queue
กับ.,နှင့်အတူ,300,Queue
ผมเป็นห่วงคุณ.,ငါမင်းကို စိုးရိမ်တယ်,2300,Queue
เขาเมา.,အရက်မူးသည်,1500,Queue
เหงา.,အထီးကျန်သည်,300,Queue
เกรงกลัว.,ကြောက်ရွံ့သည်,800,Queue
ผมอยู่ใกล้กับเธอ.,ကျနော််က သူမဘေးမှာ။,3000,Queue
ผมอยู่ไกลจากแม่.,ကျနော်က အမေနဲ့ဝေးနေတယ်,2000,Queue
อาหารเช้า.,မနက်စာ,1200,Queue
อาหารกลางวัน.,နေ့လည်စာ,800,Queue
อาหารเย็น.,ညစာ,300,Queue
ตรง.,နာရီ အတိ,300,Queue
ชั่วโมง.,နာရီီ(ကြာ),300,Queue
ออกจากที่นี่.,ဒီကထွက်ခွာသည်,800,Queue
มาถึงที่นั่น.,ဟိုကိုရောက်ရှိသည်,2300,Queue
หาบ.,ထမ်းပိုးသည်,800,Queue
โอบ.,ဖက်သည်,800,Queue
จอบ.,ပေါက်တူး,800,Queue
เรียบ.,ချောမွေ့သည်,500,Queue
เค้ากินหมดเรียบเลยอะ.,သူအကုန်စားလိုက်ပြီ,500,Queue
เกือบ.,လုနီးပါး,800,Queue
เขาเกือบสายวันนี้.,သူနောက်ကျတော့မလို့။,500,Queue
ปั๊ม.,ပန့်,300,Queue
จีบ.,ချဥ်းကပ်သည်,1300,Queue
วัย.,အရွယ်,300,Queue
คัดลายมือ.,လက်ရေးကျင့်,1000,Queue
ตัก.,နှစ်သည်,500,Queue
ตระกูล.,မိသားစု,3000,Queue
พ่อ แม่.,အဖေနဲ့ အမေ,300,Queue
ปู่และย่า.,အဘိုးနဲ့ အဖွား (အဖေဘက်),1500,Queue
ตาและยาย.,အဘိုးနဲ့ အဖွား (အမေဘက်),1000,Queue
พี่ชายและน้องสาว.,အစ်ကိုနဲ့အစ်မ,300,Queue
น้องชาย และ น้องสาว.,ညီနဲ့ ညီမ,300,Queue
ลูกชาย และ ลูกสาว.,သားနဲ့သမီး,800,Queue
หลานชาย และ หลานสาว.,တူနဲ့ တူမ/မြေးနဲ့ မြေးမ,1100,Queue
ลุง และ น้า.,ဘကြီးဘထွေး (အဖေ့ဖက်),800,Queue
น้า และ ลุง.,ဦးကြီး ဦးလေး (အမေ့ဖက်),-,Queue
ป้า และ น้า.,အရီးကြီး အရီးလေး (အဖေ့ဖက်),500,Queue
ป้า และ น้า.,ဒေါ်ကြီး ဒေါ်လေး (အမေ့ဖက်),500,Queue
ลูกเขย และ ลูกสะใภ้.,သားမက်နဲ့ ချွေးမ,1500,Queue
พ่อตาและแม่ตา.,ယောက္ခထီးနဲ့ ယောက္ခမ,800,Queue
พี่น้อง.,မောင်နှမ,1000,Queue
ลูกพี่ลูกน้อง.,ဝမ်းကွဲမောင်နှမ,1000,Queue
สามี ภรรยา.,လင်မယား,300,Queue
พอมีพี่สาว 1 คน.,ကျနော့်မှာအစ်မတယောက်ရှိတယ်,300,Queue
ผมมีครอบครัว เจ็ด คน.,မိသားစု ၇ ယောက်ရှိတယ်,200,Queue
ญาติ.,ဆွေမျိုး,2500,Queue
ฯ.,စသဖြင့်,10,Queue
เสื้อ.,ရှပ်,500,Queue
เสื้อ shirt.,တီရှပ်,300,Queue
กางเกงขายาว.,ဘောင်းဘီရှည်,4000,Queue
กระโปรง.,စကပ်,1500,Queue
รองเท้า.,ရှူးဖိနပ်,300,Queue
รองเท้าผ้าใบ.,အားကစားဖိနပ်,3200,Queue
รองเท้าแตะ.,ခြေညှပ်ဖိနပ်,1000,Queue
ถุงเท้า.,ခြေအိတ်,3000,Queue
นาฬิกา.,နာရီ,300,Queue
แว่นตา.,မျက်မှန်,300,Queue
แว่นกันแดด.,နေကာမျက်မှန်,400,Queue
เข็มขัด.,ခါးပတ်,2700,Queue
แหวน.,လက်စွပ်,400,Queue
เสื้อกีฬา.,အားကစားအင်္ကျီ,1000,Queue
รองเท้าส้นสูง.,ခုံမြင့်ဖိနပ်,500,Queue
กระเป๋าเป้.,ကျောပိုးအိတ်,300,Queue
กางเกงใน.,အတွင်းခံဘောင်းဘီ,1000,Queue
เสื้อชั้นใน.,ဘရာ,1000,Queue
ถุงพลาสติก.,ပလက်စတစ်အိတ်,300,Queue
หมวก.,ဦးထုတ်,4000,Queue
หมวกนิรภัย.,ဆိုင်ကယ်ဦးထုတ်,2500,Queue
ต่างหู.,နားဆွဲ,1000,Queue
ผ้าพันคอ.,လည်ပတ်ပုဝါ,1500,Queue
สร้อยคอ.,ဆွဲကြိုး,800,Queue
กระเป๋าสตางค์.,ပိုက်ဆံအိတ်,300,Queue
เสื้อกลำ.,စွပ်ကျယ်,1300,Queue
ผมอยากได้เสื้อ.,ကျနော် ရှပ်အင်္ကျီလိုချင်တယ်,500,Queue
มีถุงเท้าไหม.,ခြေအိိတ်ရှိလား,300,Queue
ลดหน่อยได้ไหม.,ဈေးနည်းနည်းလျှော့ပေးဦးမလား,300,Queue
แพงหรือถูก.,ဈေးကြီး သို့ ဈေးချို,6300,Queue
แพงจัง.,အလွန်ဈေးကြီးသော,700,Queue
น่ารักจัง.,အရမ်းချစ်ဖို့ကောင်းသော,800,Queue
ขอลองได้ไหม.,ကြိုးစား(ဝတ်)ကြည့်လို့ရမလား,800,Queue
ขอดูแหวนได้ไหม?.,လက်စွပ်ကို ကြည့်လို့ရမလား,800,Queue
แน่นหรือหลวม.,ချောင်သော သို့ ကျပ်သော,2000,Queue
พอดี.,ပုံကျသော,1000,Queue
สีกรมท่า.,နေဗီရောင်,1000,Queue
ทอง.,ရွှေ,500,Queue
สีทอง.,ရွှေရောင်,900,Queue
สีเงิน.,ငွေရောင်,900,Queue
แดงเลือดหมู.,ဝက်သွေးရောင်,900,Queue
วันนี้ผมใส.,ဒီနေ့ကျနော်...ဝတ်လာတာ။,-,Queue
เสือก.,မင်းအလုပ်မဟုတ်ဘူး,500,Queue
สั่งขอให้หน่อยก๋วยเตี๋ยว.,ကွေ့တယို တချက်မှာပေးနိုင်မလား,1200,Queue
เอาก๋วยเตี๋ยวคับ.,ကွေ့တယိုမှာ(ယူ)မယ်,300,Queue
ใส่.,ထည့်သည်/သွတ်သည်,400,Queue
สามเม็ดพริก .,ငြုပ််သီးတောင့် ၃ တောင့်,800,Queue
ตายแล้ว.,သေပါပြီ,600,Queue
ทอด.,အကျွတ်ကြော်,800,Queue
ผัด.,ရောမွှေကြော်,300,Queue
ผัก.,ဟင်းသီးဟင်းရွက်,400,Queue
ข้าวผัด.,ထမင်းကြော်,300,Queue
ต้ม.,ပြုတ်သည်,400,Queue
น้ำใส.,ဟင််းရည်အကြည်,400,Queue
หลู้.,သွေးဟင်းရည်,1000,Queue
เยนตาโฟ.,ပန်းရောင်ဟင်းရည်,500,Queue
แห้ง.,အရည်မပါ,500,Queue
ซุป กระดูก หมู.,ဝက်ရိုးပြုတ်,500,Queue
เส้นเล็ก.,နန်းသေးခေါက်ဆွဲ,300,Queue
เส้นใหญ่.,နန်းကြီးခေါက်ဆွဲ,300,Queue
เส้นหมี่เหลือง.,ဆန်ကြာဇံဝါ,300,Queue
วุ่นเส้น.,ခေါက််ဆွဲအကြည်,1000,Queue
ลูกชิ้นเนื้อ.,အမဲလုံး,400,Queue
ผมจะสั่ง.,ကျနော်မှာမယ်,800,Queue
ก๋วยเตี๋ยวน้ำใส.,ကွေ့တယို ဟင်းရည်ကြည်,400,Queue
เส้นหมี่ลูกชิ้นหมู.,နန်းသေး ဝက်သားလုံး,400,Queue
ใส่ผักรเยอะๆหน่อย.,အရွက်များများလေး,400,Queue
พิเศษ.,ပွဲကြီး,800,Queue
ธรรมดา.,ပုံမှန်ပွဲ,1000,Queue
คิดเงิน.,ငွေရှင်းမယ်,2300,Queue
ทั้งหมด หรือ จ่ายแยก.,ပေါင်းရှင်း သို့ ခွဲရှင်း,3500,Queue
รับกลับ.,ပါဆယ်,2700,Queue
กินที่นี่.,ဆိုင်ထိုင်စား,400,Queue
ร่วมกัน.,အတူ,1500,Queue
พอแล้ว.,ဗိုက်ပြည့်ပြီ(လုံလောက်ပြီ),1300,Queue
อิ่มแล้ว.,ဗိုက််တင်းပြီ,-,Queue
รสชาติ.,အရသာ,2300,Queue
เค็ม.หรือ จืด,ငန် သို့ ပေါ့သည်,2300,Queue
มัน.,ဆီများသည်/စိမ့်သည်,300,Queue
อร่อย.,အရသာရှိသည်,300,Queue
เครื่องดื่ม.,သောက်စရာ,400,Queue
ผมเคยดื่มโซดา.,ကျနော်ဆိုဒါကိုသောက်လေ့ရှိတယ်,200,Queue
ปล่อยผมไปต่อ.,သွားတော့မယ်နော်,1000,Queue
ต้องการ.,လိုအပ်သည်,2000,Queue
คำนาม.,နာမ်,2000,Queue
สรรพนาม.,နာမ်စား,1000,Queue
กริยา.,ကြိယာ,300,Queue
ฯ ไปยาลน้อย.,အတိုကောက်,2000,Queue
ๆ.,စသဖြင့်,500,Queue
ไมยัมก.,အဖြေမလိုတဲ့မေးခွန်းမျိုး,1200,Queue
หมู่บ้าน.,ရွာ,300,Queue
ควย.,ဒုတ်,300,Queue
บางครั้ง.,တခါတလေ,800,Queue
ผมเคยไปชายหาด.,ကျနော််ကမ်းခြေကိုသွားလေ့ရှိတယ်,1000,Queue
ผมเคยเลี้ยงสุนัข 2 ตัว.,ကျနော် ခွေးနှစ်ကောင် မွေးခဲ့တယ်,1300,Queue
มด.,ပုရွက်ဆိတ်,400,Queue
นก.,ငှက်,400,Queue
จระเข้.,မိကျောင်း,1500,Queue
เป็ดใ.,ဘဲ,2000,Queue
ก่อนและหลัง.,မတိုင်ခင်နဲ့ ပြီးနောက်,4000,Queue
ก่อนที่เธอจะมาถึง.,"သူမ, မရောက်ခင်",2000,Queue
หลังจากที่เธอมาถึง.,သူမရောက်ပြီးနောက်,1000,Queue
ใครเก่งที่สุดในห้องเรียน?.,အခန်းထဲမှာ ဘယ်သူစာအတော်ဆုံးလဲ,600,Queue
ใครสวยที่สุดในห้องนี้?.,အခန်းထဲဲမှာ ဘယ်သူအချောဆုံးလဲ,200,Queue
งั้นงั้นอา.,ဒီလိုပါပဲ,300,Queue
แปลกๆ.,တမျိုးကြီး,300,Queue
รถผมเสีย.,ဆိုင်ကယ်ပျက်သွားတယ်,1000,Queue
ยางแบน.,ဘီးပေါက်တယ်,1500,Queue
เปลี่ยนน้ำมันเครื่อง.,အင်ဂျင်ဝိုင်လဲချင်တယ်,1000,Queue
ลาว.,လာအို,500,Queue
กัมพูชา.,ကမ်ဘောဒီးယား,500,Queue
พม่า.,မြန်မာ,10,Queue
มาเลเซีย.,မလေးရှား,300,Queue
จีน.,တရုတ်,2000,Queue
ญี่ปุ่น.,ဂျပန်,400,Queue
เกาหลีใต้.,တောင်ကိုရီးယား,300,Queue
เวียดนาม.,ဗီယက်နမ်,300,Queue
อินเดีย.,အိန္ဒိယ,300,Queue
สหรัฐอเมริกา.,အမေရိက,300,Queue
เยอรมนี.,ဂျာမဏီ,300,Queue
ฝรั่งเศส.,ပြင်သစ်,1100,Queue
หนึ่งเล่มหนังสือ.,စာ ၁ အုပ်,2000,Queue
สองด้ามปากกา.,ဘောပင် ၂ ချောင်း,3000,Queue
สามตัวเสื้อ.,ရှပ် ၃ ထည်,3500,Queue
สี่ช้อน.,ဇွန်း ၄ ချောင်း,1300,Queue
ห้าแผ่นกระดาษ.,စာ ၅ ရွက်,1500,Queue
หกคู่รองเท้า.,ဖိနပ် ၆ ရံ,5100,Queue
เจ็ดลูกผลไม้.,သစ်သီး ၇ လုံး,2300,Queue
แปดแก้วน้ำ.,ရေ ၈ ခွက်,2500,Queue
เก้ากิโลข้าว.,ဆန် ၉ ကီလို,1400,Queue
สิบลิตรนม.,နို့ ၁၀ လီတာ,1500,Queue
ชิ้น.,အပိုင်းအစ,100,Queue
ชมพู่.,ရုပ်သံတင်ဆက်သူ၊ သရုပ်ဆောင်၊ မော်ဒယ် ချွမ်ဖု,800,Queue
ดาวิกา โฮร์เน่.,သရုပ်ဆောင်၊ မော်ဒယ် ဒါဝိကာ ဟိုနဲ,300,Queue
แพทองธาร ชินวัตร.,ဝန်ကြီးချုပ်၊ သက်ဆင်သမီး၊ ဖယ်သုံန်-ထာန်-ချင်နာဝက်သ်,300,Queue
ทักษิณ ชินวัตร.,သက်ဆင်,700,Queue
เศรษฐา ทวีสิน.,"ယခင်ဝန်ကြီးချုပ်၊ အိမ်ခြံမြေသူဌေး၊ ဖြူထိုင်းပါတီ ခေါင်းဆောင် ဆေ့ထာထ,ဝိ,ဆင်",800,Queue
อนุทิน ชาญวีรกูล .,ဖွန်ကျေထိုင်-ပါတီခေါင်းဆောင်၊ လက်ရှိအစိုးရနဲ့ လက်တွဲ၊ ပြည်သူ့ကျန်းမာရေး ဝန်ကြီးဌာန ဒုဝန်ကြီး၊ အနုထင်ချန်ဝီရကွန်,800,Queue
นายกรัฐมนตรี.,ဝန်ကြီးချုပ်,2800,Queue
เหียง.,ရဟတ်သီး,1000,Queue
ต่อวีซ่า.,ဗီဇာသက်တမ်းတိုးဖို့,500,Queue
หนังสือ เดินทาง.,ပတ်စ်ပို့,700,Queue
ผมไม่ได้ตั้งใจคับ.,မရည်ရွယ်ပါဘူး,800,Queue
เพลง.,သီချင်း,1500,Queue
เนื้อเพลง.,သီီချင်းစာသား,2000,Queue
นักร้อง.,အဆိုတော်,3000,Queue
เพลงโปรด.,အကြိုက်ဆုံးသီချင်း,1000,Queue
ยี่ห้อ.,အမှတ်တံဆိပ်,500,Queue
น้ำแข็ง.,ရေခဲ,500,Queue
อ่อน หรือ แข็ง.,နူးညံ့သော သို့ မာကြောသော,1000,Queue
สมัยก่อนผมทำแกงเนื้อเองเลย.,အရင်တုန်းကတော့ အမဲသားဟင်းကို ကိုယ်တိုင်ချက်တယ်။,1000,Queue
สิงโต นำโชค.,ပေါ့အဆိုတော်,300,Queue
ท้องทะเลท้องฟ้ามีเพียงแค่เราท่ามกลางหาดทรายขาว .,ပင်လယ်ကောင်းကင်ကြီးနဲ့ သဲဖြူဖြူသောင်ပြင်ကြားမှာ ကိုယ်တို့ပဲရှိကြတယ်,1000,Queue
แสงดวงดาวพร่างพราวประกายสวยงาม.,ကြယ်ရောင်လေးတွေက တောက်ပပြီးလှတယ်,1000,Queue
ดั่งบนสวรรค์เปิดทาง.,ကောင််းကင်က ကိုယ့်ခံစားချက်တွေကို လမ်းဖွင့်ပေးနေသလိုပဲ,1000,Queue
ให้คนอ้างว้างอย่างฉัน.,ကိုယ့်လို အထီးကျန်သူတစ်ယောက်အတွက်,1000,Queue
บอกความในใจให้เธอได้ฟัง.,ကိုယ့်ရင်ထဲဲက ခံစားချက်တွေ မင်းကိုဖွင့်ပြောတော့မယ်,1800,Queue
โอกาศอย่างนี้ต้องพูดไป.,ခုလိုအခွင့်အရေးရှိချိန်ဖွင့်ပြောရမယ်,1000,Queue
*ว่าทั้งหัวใจมีแต่เธอนั้น.,ကိုယ့်ရင်ထဲမှာမင်းတယောက်ပဲရှိတယ်,1000,Queue
อยากให้เชื่อกัน .,ယုံစေချင်ပါတယ်,1000,Queue
พยานคือฟ้าที่เฝ้าดู .,ကောင်းကင်ကြီးက သက်သေတည်ပြီးတို့ကိုကြည့်နေတာ,1000,Queue
แล้วเธอคิดอย่างไรเมื่อได้รู้ บอกที อยากฟังจากปากเธอ.,သိသွားတဲ့အခါမင်းသဘောထားက ဘယ်လိုလဲ ကိုယ့်ကိုပြောပါ,1500,Queue
** หากเธอก็รักเธอก็รู้สึกดีๆเหมือนกัน .,မင်းလည်းကိုယ့်ကိုချစ်ပြီးရင်ခုန်သံတွေ ထပ်တူညီနေမလား,1000,Queue
แต่เธอก็เขินอายอย่างนั้น.,ဒါပေမယ့် သူအရမ်းရှက်သွားတယ်,1000,Queue
ที่จะต้องพูดมา.,ဒါပဲပြောရမယ်,1000,Queue
"แค่ร้องว่า อ๊า อิ ยะ อิ ยา, อ๊า อิ ยะ อิ ยา, ก็พอ.",ဒီလိုလေးပြောရုံပဲ၊...ဒီလောက်ပါပဲ။,1000,Queue
และฉันจะขอเป็นคนนั้นที่ดูแลหัวใจ.,ဒါဆိုရင် မင်းရဲ့ပျော်ရွှင်မှုအားလုံး ဆောင်ကျဥ်းပေးတဲ့သူ ဖြစ်နိုင်ပြီ။,1000,Queue
ไม่เคยบอกรักใครคนไหนเพิ่งจะมีแค่เธอ.,ဘယ်သူ့ကိုမှ ချစ်တယ်လို့မပြောဖူးဘူး။ မင်းတယောက်တည်းပဲရှိတယ်။,1300,Queue
"และฉันก็ อ๊า อิ ยะ อิ ยา, อ๊า อิ ยะ อิ ยา, เหมือนเธอ ...แค่เพียงเท่านี้เป็นอันเข้าใจ",နှစ်ကိုယ်ကြားလေးပဲ၊...အတူတူရင်ထဲက နားလည်တယ်။,1100,Queue
ฉันไม่เคยพูดความในใจที่มีกับเธอเลยสักครั้ง .,ကိုယ့်ခံစားချက်တွေ မင်းကိုတခါမှမပြောဖူးဘူး,1000,Queue
เพราะฉันเขินฉันกลัวที่จะพูดไป.,ပြောရမှာ ရှက်ပြီးကြောက်တယ်။,1000,Queue
ถ้าปล่อยคืนนี้ผ่านไป.,ဒီညကိုကျော်လွန်သွားခဲ့ကြရင်,1600,Queue
เก็บความรักไว้อย่างนั้น.,တို့အချစ်တွေကို မျက်ကွယ်ပြုခဲ့ရင်,1500,Queue
ก็คงไม่รู้ว่าใจตรงกัน.,တို့ရဲ့ခံစားချက်တွေ ထပ်တူညီနေတာ သိနိုင်တော့မှာမဟုတ်ဘူး။,1500,Queue
โอกาศอย่างนี้ต้องพูดไป.,ခုလိုအခွင့်အရေးရှိချိန်ဖွင့်ပြောရမယ်,-,Queue
"(ซ้ำ *, **, **).",တဖန်,-,Queue
ขอ-เพิ่มอีก.,ကျေးဇူးပြုပြီး...ထပ်ထည့်ပါ...,800,Queue
น้ำมะนาว.,သံပရာရည်,800,Queue
น้ำผลไม้ปั่น.,သစ်သီးမစ်ရှိတ်,300,Queue
น้ำตาล.,သကြား,300,Queue
ครีม.,ခရမ်၊ ကော်ဖီမိတ်,800,Queue
น้ําอัดลม.,အချိုရည်,800,Queue
โคก.,ကိုကာကိုလာ,800,Queue
เบียร์สด.,စည်ဘီယာ,300,Queue
แกว.,ဖန်ခွက်,300,Queue
กระปอง.,သံဗူး,500,Queue
ก้อน.,အတုံးအရေအတွက်,800,Queue
โครงสร้าง.,ဝါကျပုံစံ,2000,Queue
จะดื่มอะไรดีคับ.,ခင်ဗျားဘာသောက်ချင်လဲ,300,Queue
จะกินน้ำอะไรคับ.,ခင်ဗျားဘာသောက်ချင်လဲ,800,Queue
ขอน้ําเปลาหนึ่งขวดครับ.,ရေတပုလင်းပေးပါ,1300,Queue
ขอสั่งอีกอันหนึ่งด้วย.,တပွဲထပ်ယူပါမယ်,2000,Queue
มันจะใช้เวลานาน.,ဒါက ကြာပါမယ်,10,Queue
แลวคุณละคะ.,ခင်ဗျားကော,-,Queue
ขอกาแฟเย็นหนึ่งแก้ว.,ကျေးဇူးပြုပြီးကော်ဖီအေးတခွက်ပေးပါ,1300,Queue
ใบขับขี่.,ယာဥ်မောင်းလိုင်စင်,1000,Queue
บัตรประชาชน.,အိုင်ဒီ,1000,Queue
พวงกุญแจ.,သော့ချိတ်,2100,Queue
ขอน้ำผลไม้.,သစ််သီးဖျော်ရည်တမျိုးမျိုးလိုချင်တယ်,300,Queue
มีน้ำผลไม้อะไรบ้าง.,ဘာသစ်သီးဖျော်ရည်မျိုးရှိလဲ,800,Queue
มีน้ำส้ม.,လိိမ္မော်ရည်ရှိပါတယ်,300,Queue
ขอน้ำส้มหนึ่งแก้ว.,လိမ္မော်ရည်တခွက်ပေးပါ,300,Queue
ขอกาแฟร้อนหนึ่งถ้วยครับ.,ကော်ဖီပူပူတခွက်ပေးပါ,300,Queue
ไม่ใส่น้ำตาล ไม่ใส่ครีมนะครับ.,သကြားမထည့် ခရမ်မထည့်ပါ,110,Queue
ใส่น้ำตาลสองก้อน ไม่ใส่ครีม.,သကြား ၂ တုံးထည့်ပါ ခရမ်မထည့်ဘူး,500,Queue
น้ำตาลสองซ้อน และครีมสองซ้อนคับ.,သကြား ၂ ဇွန်းနဲ့ ခရမ် ၂ ခွန်းထည့်ပါ,200,Queue
มีเบียร์ไหมคับ เบียร์เย็นๆ.,ဘီယာရှိလား၊ ဘီယာအေးအေး,100,Queue
เอายี่ห้ออะไรคคับ.,ဘယ််တံဆိပ်လိုချင်ပါလဲ,10,Queue
เบียร์สิงห์มีไหมคับ.,စင်ဂါးဘီယာရှိလား,400,Queue
ขอเบียร์สิงห์สองขวด.,စင်ဂါး ၂ ပုလင်းပေးပါ,100,Queue
และขอสามแก้วเปล่า ไม่เอาน้ำแข็ง.,ခွက်လွတ် ၃ လုံးပေးပါ။ ရေခဲမထည့်ဘူး,100,Queue
จะดื่มเหล้าหรือเบียร์ดีคับ.,အရက်လား ဘီယာလား ဘာသောက်ချင်လဲ,100,Queue
ผมขอเหล้าคับ.,အရက်ပေးပါ,100,Queue
ขอแม่โขงหนึ่งขวด.,မဲခေါက် ၁ လုံးပေးပါ,100,Queue
และขอโซดาสองขวด น้ำแข็งเปล่า.,ဆိုဒါ ၂ ပုလင်းနဲ့ ရေခဲအလွတ်ပေးပါ,100,Queue
ขอแก้วสามใบด้วยคับ.,ခွက် ၃ ခွက်လည်းပေးပါ,300,Queue
ขอโซดาเพิ่มอีกหนึ่งขวด.,ဆိုဒါ နောက် ၁ လုံးရနိုင်မလား,500,Queue
และแก้วเพิ่มอีกสองใบคับ.,ခွက် ၂ လုံးထပ်ပေးပါ,500,Queue
บทอ่าน-ฟัง.,အဖတ်နဲ့ နားထောင်အပိုင်း,1000,Queue
คนไทยชอบดื่มกาแฟเย็น.,ထိုင်းတွေက ကော်ဖီအေးသောက်ရတာ ကြိုက်တယ်,600,Queue
คนจีนและคนญี่ปุ่นชอบดื่มน้ำชาร้อน.,တရုတ်နဲ့ ဂျပန်တွေက လက်ဖက်ရည်အပူကြိုက်တယ်,500,Queue
คนอเมริกันชอบดื่มกาแฟไม่ใส่น้ำตาล.,အမေရိကန်တွေက ကော်ဖီကို သကြားမထည့်တာကြိုက်တယ်,100,Queue
นักศึกษาชายชอบดื่มเบียร์และเหล้า.,ကျောင်းသားတွေက အရက်နဲ့ ဘီယာကြိုက်ကြတယ်,200,Queue
แต่นักศึกษาหญิงชอบดื่มน้ำผลไม้.,ဒါပေမယ့်ကျောင််းသူတွေက သစ်သီးဖျော်ရည်ကြိုက်ကြတယ်,200,Queue
ผงซักฟอก.,အဝတ်လျှော်ဆပ်ပြာ,2500,Queue
เผด็จการ.,အာဏာရှင်,1000,Queue
ชาวบ้าน.,အရပ်သား,1000,Queue
รัฐบาล.,အစိုးရ,1000,Queue
กฎหมาย.,ဥပဒေ,600,Queue
ใช้.,အသုံးပြုသည်,1100,Queue
ไม้สัก.,ကျွန်းပင်,600,Queue
สะพาน.,တံတား,600,Queue
สะพานข้ามทางรถไฟ.,ကုန်းကျော်တံတား,1500,Queue
สกปรก หรือ สะอาด.,ညစ်ပတ် သို့ သန့်ရှင်းသော,1600,Queue
เฟอร์นิเจอร์.,ပရိဘောဂ,500,Queue
เที่ยว.,ခရီးသွားသည်,300,Queue
ตาย.,သေဆုံးသည်,1800,Queue
นิ่ม.,ကိုရင်ဘုရား,300,Queue
ถ้ำ.,အရှင်ဘုရား,300,Queue
สถานที่โปรด.,အကြိုက်ဆုံးနေရာ,500,Queue
ถูกต้อง.,မှန်,500,Queue
ไม่ถู.,မှား,500,Queue
อุบัติเหตุ.,မတော်တဆမှု,500,Queue
ทางรถยนต์.,ကားဖြင့်,500,Queue
ฆาตกรรม.,လူသတ်မှု,3000,Queue
การโจรกรรม.,ခိုးဝှက်မှု,1000,Queue
ปล้น.,ခိုးမှု,2500,Queue
อากาศเย็นสบายมาก.,ရာသီဥတုကောင်းတယ်,1000,Queue
ตัวอย่าง.,နမူနာ,500,Queue
เช่น.,နမူနာအနေနဲ့,500,Queue
จดหมายแนะนำ.,ထောက်ခံစာ,1500,Queue
จากโรงเรียน.,ကျောင််းက,500,Queue
รอบแปป.,ခဏလေးနော်,2000,Queue
แป๊บนึง.,ခဏလေး,10,Queue
ผมพูดไทยได้.,ထိုင်းလိုရတယ်,1500,Queue
ไม่ค่อยเก่งหรอกครับ .,သိပ်မတတ်ဘူး,1500,Queue
อย่างที่รู้กัน.,မင်းသိတဲ့အတိုင်း,1500,Queue
การออกเสียงภาษาไทย.,ထိုင်းအသံထွက်,1500,Queue
มันยาก.,ခက်တယ်,1500,Queue
สำหรับต่างชาติ.,နိုင်ငံခြားသားတွေ အတွက်,2000,Queue
แต่ผมโชคดี.,ဒါပေမယ့် ငါကံကောင်းတယ်,2000,Queue
ที่มีโอกาสได้คุย.,ပြောခွင့်ရတယ်,1500,Queue
กับคนไทยบ่อยๆ.,ထိုင်းလူမျိုးတွေနဲ့ မကြာခဏ,1500,Queue
ผมเชื่อว่าภาษาไทย.,ထိုင်းစကားကို ယုံကြည်တယ်,1500,Queue
ของผมจะพัฒนา.,ကျနော့်ရဲ့(...)တိုးတက်မယ်,1800,Queue
ขึ้นเร็วๆ นี้.,မကြာခင်,2000,Queue
ขอบคุณครับ.,ကျေးဇူးပါ,500,Queue
จ่ายเงินแล้วครับ.,ပေးပြီးပါပြီ,2000,Queue
ปลาแห้ง.,ငါးခြောက်,2000,Queue
กิจกรรม.,လှုပ်ရှားမှု/ပွဲ,1500,Queue
บันไดน่ะ.,နဂါးလှေကား,300,Queue
สลากภัต.,သံဃာ့ခဲဖွယ်အလှူ,200,Queue
วันเสาร์วันอาทิตย์.,ပိတ်ရက်,100,Queue
ตั้งแต 7:00 น.,၇ နာရီစပြီး,300,Queue
ถึง 10:00 น.,၁၀ နာရီအထိ,300,Queue
เมื่อไร.,ဘယ်အချိန်လဲ,5000,Queue
วัน ไหน.,ဘယ်နေ့လဲ,1500,Queue
วัน อะไร.,ဘယ်နေ့လဲ,300,Queue
