thai,burmese,count,status,category
ผมด้วย,ကျနော်လည်းအတူတူပဲ,400,Ready,General
ผมตื่นตอน7โมงเช้า,ကျနော် မနက် ၇ နာရီမှာ အိပ်ရာတယ်။,1500,Queue,General
ผมต้องการที่จะนอนหลับ,အိပ်ချင်တယ်,300,Ready,General
ผมต้องทำการบ้านให้โรงเรียนของผม,ငါ့ကျောင်းအတွက် အိမ်စာလုပ်ရမယ်။,300,Ready,School
ผมทำการบ้าน,ငါအိမ်စာလုပ်တယ်(simple),600,Queue,General
ผมทำการบ้านแล้ว,ငါအိမ်စာလုပ်ပြီးပြီ,200,Ready,General
ผมทำงานเป็น…ครับ,ငါက (xxx) အနေနဲ့ အလုပ်လုပ်တယ်။,500,Ready,Myself
ผมทำงานเสร็จเมื่อวาน,မနေ့က ငါအလုပ်ပြီးတယ်။,500,Queue,Job
ผมทำอาหารกินเอง,ကျနော်ကိုယ့်ဖာသာချက်စားတယ်။,4500,Queue,General
ผมนอนหลับเมื่อคืน,မနေ့ညက ကောင်းကောင်းအိပ်တယ်။,2000,Queue,Daily
ผมนั่งรถเมล์เมื่อวาน,မနေ့က ဘတ်စ်ကားစီးတယ်။,1000,Queue,Daily
ผมปฏิบัติตามกฎ,ကျနော် ဥပဒေနဲ့အညီနေထိုင်တယ်,500,Ready,General
ผมพูดภาษาไทยได้ไม่ค่อยเก่ง,ထိုင်းစကား ကောင်းကောင်း မပြောတတ်ဘူး။,500,Ready,Language
ผมพูดภาษาไทยไม่เก่งเมื่อก่อน,ထိုင်းစကား ကောင်းကောင်း မပြောတတ်ဘူး။,500,Ready,General
ผมพูดไทยได้,ထိုင်းလိုရတယ်,1500,Ready,General
ผมพูดไทยได้นิดหน่อยคับ,ထိုင်းလိုနည်းနည်းပြောတတ်တယ်။,9000,Ready,Greeting
ผมพูดไทยไม่ได้คับ,ထိုင်းလိုမပြောတတ်ဘူး။,7000,Ready,Greeting
ผมฟังเพลงเมื่อคืน,မနေ့ညက သီချင်းနားထောင်တယ်။,500,Queue,Music
ผมมักจะอ่านหนังสือเสียง,အသံစာအုပ်တွေ ဖတ်တတ်တယ်။,600,Ready,Myself
ผมมาจาก ประเทศ พม่าคับ,ကျွန်တော်()နိုင်ငံလာတာ။,7500,Ready,Greeting
ผมมาจากประเทศพม่า,ကျွန်တော်က မြန်မာပြည်ကပါ။,100,Ready,Introduction
ผมมาตรงเวลาครับ,ကျနော်အချိန်မှန်လာတယ်,600,Queue,General
ผมมาส่งลูกค้า,ကျနော် ခရီးသည်လာပို့တာပါ,2200,Queue,General
ผมมีครอบครัวเจ็ดคน,မိသားစု ၇ ယောက်ရှိတယ်,300,Ready,Daily
ผมมีพี่สาว1คน,ကျနော့်မှာအစ်မတယောက်ရှိတယ်,400,Ready,Daily
ผมยังสอนออกแบบกราฟิกให้นักเรียนด้วย,တချို့ကျောင်းသားတွေကို ဂရပ်ဖစ်ဒီဇိုင်း သင်ပေးတယ်။,1000,Queue,General
ผมยืนรอเพื่อนเมื่อเช้า,ဒီမနက် သူငယ်ချင်းကို ရပ်စောင့်နေတယ်။,1000,Queue,General
ผมรอคอยเธอนานมาก,သူမကို အကြာကြီးစောင့်ခဲ့တယ်,1500,Queue,General
ผมรอมานานแล้ว,ငါစောင့်နေတာကြာပြီ,900,Queue,General
ผมว่ายน้ำทุกวัน,ရေနေ့တိုင်းကူးတယ်,500,Ready,Health
ผมสบายดีครับ,ကျွန်တော်နေကောင်းပါတယ်,500,Ready,Introduction
ผมสบายดีคับ,ကျနော်နေကောင်းပါတယ်။,7000,Ready,Greeting
ผมสามารถจอดรถที่นี่ได้ไหม,ဒီနေရာကားရပ်လို့ရမလား,2100,Ready,Daily
ผมอยากกลับบ้าน,ကျနော်အိမ်ပြန်ချင်တယ်,300,Ready,Daily
ผมอยากกอดคุณ,မင်းကို ပွေ့ဖက်ချင်တယ်,2300,Ready,Daily
ผมอยากพูดภาษาไทยเก่งๆครับ,ထိုင်းစကားကို ကျွမ်းကျွမ်းကျင်ကျင် ပြောချင်တယ်။,1500,Ready,Myself
ผมอยากเช่ารถซาลูน,စလွန်းတစီးငှါးချင်တယ်,1000,Queue,General
ผมอยากได้เสื้อ,ကျနော် ရှပ်အင်္ကျီလိုချင်တယ်,500,Queue,Daily
ผมอยู่ใกล้กับเธอ,ကျနော််က သူမဘေးမှာ။,3000,Queue,Place
ผมอยู่ไกลจากแม่,ကျနော်က အမေနဲ့ဝေးနေတယ်,2000,Queue,Place
ผมออกกำลังกายทุกวัน,နေ့တိုင်းလေ့ကျင့်ခန်းလုပ်တယ်။,3500,Queue,Health
ผมอายุ 37 ปีคับ,၃၇ နှစ်ရှိပြီ။,6000,Ready,Greeting
ผมอายุ38ปีครับ,ကျွန်တော့်အသက် ၃၈ နှစ်ပါ။,15,Ready,Introduction
ผมอาศัยอยู่ที่,ကျနော်နေတာက,1000,Ready,Introduction
ผมอาศัยอยู่บนถนนห้วยแก้ว,ကျွန်တော်က Huay Kaew လမ်းမှာနေပါတယ်,500,Ready,Myself
ผมอ่านนิยาย,ဝတ္ထုတွေဖတ်တယ်,2700,Queue,General
ผมอ่านหนังสือทุกครั้งที่มีเวลาว่าง,အားလပ်ချိန်တိုင်း စာအုပ်တွေဖတ်တယ်။,2000,Queue,General
ผมเกิดวันที่6ธันวาคมปีค.ศ.1982ครับ,၁၉၈၂ ဒီဇင်ဘာ ၆ မှာ မွေးတယ်။,10,Ready,General
ผมเข้ามาครับ,ဝင်လာပြီနော်,700,Queue,Daily
ผมเคยดื่มโซดา,ကျနော်ဆိုဒါကိုသောက်လေ့ရှိတယ်,300,Ready,Daily
ผมเคยฟังหนังสือเสียงจากยูทูป,ယူကျူ့ကနေ Audiobook တွေ နားထောင်တယ်,500,Queue,Daily
ผมเคยว่ายน้ำทุกวัน,နေ့တိုင်း ရေကူးတယ်။,2000,Queue,General
ผมเคยอ่านหนังสือ,ကျနော်စာဖတ်လေ့ရှိတယ်,2700,Queue,General
ผมเคยเลี้ยงสุนัข2ตัว,ကျနော် ခွေးနှစ်ကောင် မွေးခဲ့တယ်,1300,Queue,Daily
ผมเคยไปชายหาด,ကျနော််ကမ်းခြေကိုသွားလေ့ရှိတယ်,1000,Queue,Daily
ผมเคยไปรอบๆเชียงใหม่,ချင်းမိုင်အနှံ့လျှောက်သွားတတ်တယ်,800,Ready,Myself
ผมเชื่อว่าภาษาไทย,ထိုင်းဘာသာစကားကို ယုံတယ်,1800,Ready,General
ผมเป็นคนขับรถ,ကျနော်က ယာဉ်မောင်းပါ,1500,Queue,General
ผมเป็นคนขาย,ကျနော််က ရောင်းသူပါ,300,Ready,General
ผมเป็นคนซื้อ,ကျနော်က ဝယ်သူပါ,500,Ready,General
ผมเป็นนักออกแบบกราฟิก,ကျွန်တော်က ဂရပ်ဖစ်ဒီဇိုင်နာတစ်ယောက်ပါ။,1200,Ready,Job
ผมเป็นมัคคุเทศก์,ကျနော်က တိုးဂိုက်ပါ,1500,Queue,General
ผมเป็นห่วงคุณ,ငါမင်းကို စိုးရိမ်တယ်,2300,Queue,Emotion
ผมเรียนมา1ปีกับ2เดือนแล้วครับ,ကျွန်တော် ကျောင်းတက်နေတာ ၁ နှစ်နဲ့ ၂ လရှိပါပြီ။,600,Queue,General
ผมเรียนมา2ปีแล้วครับ,ကျွန်တော် စာသင်နေတာ ၂ နှစ်ရှိပါပြီ။,200,Ready,General
ผมเห็นผู้หญิงคนหนึ่ง,ကျနော်မိန်းကလေးတယောက်ကိုမြင်တယ်,1000,Ready,Statement
ผมได้ทำการบ้านแล้ว,ငါအိမ်စာလုပ်လိုက်တယ်,300,Ready,General
ผมไม่ค่อยสบายดีคับ,ကျနော်နေမကောင်းဘူး။,9000,Ready,Greeting
ผมไม่ง่วงครับ,ကျွန်တော်အိပ်မငိုက်ပါဘူး,700,Ready,General
ผมไม่มี,ကျနော့်မှာ မရှိဘူး,1700,Queue,General
ผมไม่รู้ครับ,ကျနော် မသိပါဘူး။,800,Queue,Daily
ผมไม่หิวครับ,ကျွန်တော်ဗိုက်မဆာပါဘူး,500,Ready,Daily
ผมไม่ใช่คนโสดครับ,ကျနော်လူလွတ်မဟုတ်ပါ,1300,Ready,Myself
ผมไม่ได้ตั้งใจครับ,မရည်ရွယ်ပါဘူး,800,Queue,Daily
ผลลูก,အသီး,500,Ready,Object
ผลไม้รวม,သစ်သီးရောနှော,500,Queue,Food
ผัก,ဟင်းရွက်,4000,Ready,Food
ผัด,ရောမွှေကြော်,300,Ready,Food
ผัดกะเพราหมู,ဝက်ပင်စိမ်း,500,Ready,Food
ผัดไทย,ဖတ်ထိုင်း ဆန်ခေါက်ဆွဲကြော်,500,Ready,Food
ผาสุกพงษ์ไพจิตร,ဖာဆုဖုန်ဖိုက်ကျစ်,1700,Queue,General
ผู้ชนะ,အနိုင်ရရှိသူ,300,Ready,Sport
ผู้ลี้ภัย,ဒုက္ခသည်,0,Queue,Immigration
ผู้แพ้,ရှုံးနိမ့်သူ,200,Ready,Sport
ผ้าพันคอ,လည်ပတ်ပုဝါ,1500,Queue,Clothing
ผ้าห่ม,စောင်,1500,Queue,Object
ฝ ฝา,အိုးဖုံး,8460,Ready,Consonant
ฝนตกถนนลื่น,မိုးရွာနေစဉ်လမ်းချော်သည်,1500,Ready,Weather
ฝนตกมากฤดูฝนครับ,မိုးရာသီမှာ မိုးအရမ်းရွာတယ်။,200,Ready,Weather
ฝรั่งเศส,ပြင်သစ်,1100,Queue,Country
ฝันดี๊นะครับ,ကောင်းသောညချမ်းပါ။,11100,Ready,Greeting
ฝึกซ้อม,လေ့ကျင့်သည်,100,Queue,Sport
พ พาน,ဖလား,14800,Ready,Consonant
พ.ศ.2567ครับ,၂၅၆၇ ခုနှစ်,100,Ready,Time
พมมีประสบการณ์ในสาขานี้มานานถึงสิบปี,ကျွန်တော် ဒီနယ်ပယ်မှာ အတွေ့အကြုံ ဆယ်စုနှစ် ရှိတယ်။,1300,Ready,Job
พม่า,မြန်မာ,20,Ready,Country
พยัญชนะ,ဗျည်း,800,Ready,General
พยัญชนะสะกด,အသတ်ဗျည်း,1000,Queue,Grammar
พยานคือฟ้าที่เฝ้าดู,ကောင်းကင်ကြီးက သက်သေတည်ပြီးတို့ကိုကြည့်နေတာ,1000,Queue,Song
พยาบาล,သူနာပြု,300,Ready,Job
พระพุทธศาสนา,ဗုဒ္ဓဘာသာ,500,Ready,Religion
พระราชบัญญัติรถยนต์พ.ศ.2522,မော်တော်ယာဉ်ဥပဒေ BE ၂၅၂၂,500,Queue,Politics
พระสิงห์,ဖရားဆင်း,1500,Ready,Place
พริกขี้หนูแค่10บาทครับไม่มีต้องการอะไรมาก,၁၀ ဖိုးပါ၊ အများကြီးမလိုဘူး,1500,Queue,Food
พรุ่งนี้,မနက်ဖြန်,2000,Queue,Time
พรุ่งนี้จะมาเรียนตรงเวลาครับ,မနက်​ဖြန်​ အတန်းချိန်​မှန်​လာပါ့မယ်​။,600,Queue,School
พรุ่งนี้จะหนาว,မနက်ဖြန် အေးလိမ့်မယ်,1500,Queue,Weather
พฤศจิกายน,နိုဝင်ဘာ,6400,Queue,Calendar
พฤษภาคม,မေ,6400,Queue,Calendar
พลเมือง,နိုင်ငံသား,0,Queue,Immigration
พวกผม,ကျွန်တော်တို့,5000,Ready,Pronoun
พวกเขา,သူတို့,5500,Ready,Pronoun
พวงกุญแจ,သော့ချိတ်,2100,Queue,Object
พอดี,ပုံကျသော,1000,Queue,Adjective
พอแล้ว,ဗိုက်ပြည့်ပြီ(လုံလောက်ပြီ),1300,Queue,Daily
พักผ่อน,အနားယူသည်,0,Queue,Leisure
พัดลม,ပန်ကာ,4500,Queue,Object
พัดลม,ပန်ကာ,5000,Ready,House
พันคำไทย,ထိုင်းစာလုံးတစ်ထောင်,7000,Ready,Education
พัสดุ,ပါဆယ်ထုတ်,500,Queue,Object
พาวเวอร์แบงค์,ပါဝါဘန့်,525,Ready,Object
พาไป,ယူဆောင်သွားသည်,500,Ready,General
พาไปที่,နေရာကိုယူသွားတယ်,500,Ready,General
พิเศษ,ပွဲကြီး,800,Queue,Food
พี่ชายและน้องสาว,အစ်ကိုနဲ့ညီမ,400,Ready,Family
พี่น้อง,မောင်နှမ,1000,Queue,Family
พื้น,ကြမ်းပြင်,3800,Ready,House
พ่อครัว,စားဖိုမှူး(ကျား),4000,Ready,Job
พ่อตาและแม่ตา,ယောက္ခထီးနဲ့ ယောက္ခမ,800,Queue,Family
พ่อแม่,အဖေနဲ့ အမေ,300,Ready,Family
ฟ ฟัน,သွား,8960,Ready,Consonant
ฟังเพลง,သီချင်းနားထောင်သည်,0,Queue,Leisure
ฟังเสียงหนังสือที่ยูทูปด้วย,YouTube က အသံစာအုပ်တွေကိုလည်း နားထောင်တယ်။,2000,Queue,General
ฟันผุ,သွားပိုးစားသည်,410,Ready,Health
ฟุตบอล,ဘောလုံး,100,Ready,Sport
ฟ้าฮ่าม,ဖာဟမ်,1500,Ready,Place
ภ สำเภา,ရွက်လှေ,10060,Ready,Consonant
ภาคกลาง,အလယ်ပိုင်း,2500,Queue,Place
ภาคอีสาน,အရှေ့မြောက်ပိုင်း,600,Queue,Place
ภาคเหนือ,မြောက်ပိုင်း,1500,Queue,Place
ภาพถ่ายและวิดีโอ,ဓါတ်ပုံ နဲ့ ဗီဒီယို,800,Queue,Entertainment
ภายในหรือภายนอก,အတွင်း သို့ အပြင်မှာ,2300,Queue,Direction
ภาษาจีน,တရုတ်စကား,3000,Ready,Language
ภาษาไทยสวยมากเลยครับ,Thai is a very beautiful language,2000,Ready,Language
ม ม้า,မြင်း,8000,Ready,Consonant
มกราคม,ဇန်နဝါရီ,6400,Queue,Calendar
มงคลสูตร,မေတ္တသုတ်,700,Ready,Religion
มด,ပုရွက်ဆိတ်,500,Ready,Animal
มอเตอร์ไซค์,ဆိုင်ကယ်,400,Ready,Transportation
มะขาม,မန်ကျည်းသီး,1300,Ready,Food
มะพร้าว,အုန်းသီး,3000,Queue,Food
มะม่วงหรือสับปะรด,သရက်သီး သို့မဟုတ် နာနတ်သီး,1000,Queue,Food
มะละกอ,သင်္ဘောသီး,2600,Queue,Nature
มักจะมา,လာတတ်တယ်။,10200,Ready,Frequency
มังคุด,မင်းဂွတ်,20,Ready,Nature
มัน,၎င်းအရာဝတ္ထု,7005,Ready,Pronoun
มัน,ဆီများသည်/စိမ့်သည်,500,Ready,Adjective
มันจะใช้เวลานาน,ဒါက ကြာပါမယ်,500,Ready,General
มันยาก,ခက်တယ်။,1700,Ready,General
มันอันตราย,Dangerous,500,Queue,General
มันแน่นมากๆ,အရမ်းကြပ်တယ်။,1000,Queue,General
มาถึงที่นั่น,ဟိုကိုရောက်ရှိသည်,2300,Queue,Action
มาถึงห้องเรียน7โมงเช้าครับ,မနက် 7 နာရီ အတန်းထဲရောက်ပါတယ်။,600,Queue,School
มานีมีตา,မာနီမှာ မျက်လုံးရှိတယ်,500,Ready,School
มาสายกี่นาทีครับ,မင်းဘယ်နှစ်မိနစ်နောက်ကျနေတာလဲ။,600,Queue,General
มาอยู่,လာနေတယ်,8700,Ready,Statement
มาเรียน,လာလေ့လာတယ်,100,Ready,General
มาเลเซีย,မလေးရှား,400,Ready,Country
มาและไป,လာ နဲ့ သွား,1000,Queue,Action
มาแล้ว,လာပြီ,4500,Ready,Statement
มิถุนายน,ဇွန်,6400,Queue,Calendar
มี4ฤดูครับฤดูร้อนฤดูใบไม้ร่วง,၄မျိုးရှိတယ်။ နွေရာသီ၊ ဆောင်းဦးရာသီ,600,Queue,Weather
มีคนตายเป็นพันเลยนะ,လူအများကြီးသေတယ်,1000,Queue,General
มีครับคุณต้องการเท่าไหร่?,ရှိတယ်၊ ဘယ်လောက်ဖိုးလဲ,500,Queue,General
มีครับคุณต้องการเนื้อหมูแบบไหน,ရှိပါတယ် ဘယ်လိုအသားလိုချင်လဲ,500,Queue,General
มีค่าธรรมเนียมการขอวีซ่าไหม,ဗီဇာလျှောက်ဖို့ အခကြေးငွေ ရှိလား,0,Queue,Immigration
มีด,ဓါး,4300,Ready,Food
มีดคมไหม,ဓါးထက်လား,1600,Ready,Daily
มีตำรวจแถวนี้บ้างไหม?,ဒီနားမှာ ရဲတွေရှိလား။,500,Ready,Daily
มีตู้เย็นอยู่ในครัว,မီးဖိုချောင်မှာ ရေခဲသေတ္တာရှိတယ်။,1800,Ready,Daily
มีถุงเท้าไหม,ခြေအိိတ်ရှိလား,500,Ready,Question
มีนาคม,မတ်,6400,Queue,Calendar
มีน้ำผลไม้อะไรบ้าง,ဘာသစ်သီးဖျော်ရည်မျိုးရှိလဲ,800,Queue,Drink
มีน้ำส้ม,လိိမ္မော်ရည်ရှိပါတယ်,400,Ready,Drink
มีปูนามา,ဂဏန်းလာနေတာရှိတယ်,500,Ready,School
มีพริกเขียวไหม?,ငရုပ်သီးစိမ်းရှိလား,500,Queue,Food
มีรํา,ကသည်,1000,Queue,Action
มีสงครามกลางเมืองในพม่า,ဗမာပြည်မှာ ပြည်တွင်းစစ်ဖြစ်နေတယ်,2200,Queue,History
มีสัญญาณไฟจราจร,မီးပွိုင့်ရှိတယ်,1000,Queue,General
มีสีดำไหม,အမဲရောင်ရှိလား,3000,Ready,Color
มีหูมีตา,နား၊ မျက်လုံးရှိတယ်,500,Ready,School
มีเงา,အရိပ်ရှိသည်,1000,Queue,Nature
มีเบียร์ไหมครับเบียร์เย็นๆ,ဘီယာရှိလား၊ ဘီယာအေးအေး,146,Ready,Drink
มีโมโห,ဒေါသရှိတယ်,500,Ready,School
มีใครบ้างในทีมฟุตบอลของคุณ,မင်းတို့ ဘောလုံးအသင်းမှာ ဘယ်သူတွေ ပါလဲ,0,Queue,Sport
มีใจ,ခံစားသည်,1500,Queue,Emotion
มีในใจ,စိတ်ထဲမှာရှိတယ်,1500,Queue,General
มีไม่มีมีไหมมีอีกไหม,ရှိတယ်၊မရှိဘူး၊ရှိလား၊ရှိသေးလား,1500,Ready,Question
มือและขา,လက် နဲ့ ခြေ,1000,Queue,Body
มุสลิม,မူစလင်ဘာသာ,500,Ready,Religion
ม่อนแจ่มใกล้กว่าเชียงราย,ဟ,1000,Queue,Place
ม้านั่ง,ခုံတန်းလျား,7000,Queue,Object
ย ยักษ์,ဘီလူး,8000,Ready,Consonant
ยกเว้นวันนี้กูไม่ว่าง,ဒီနေ့ကလွဲရင် ကျွန်တော် အလုပ်ရှုပ်တယ်။,500,Ready,Daily
ยังไงก็ได้,ဘာပဲဖြစ်ဖြစ်ရတယ်,5000,Ready,Daily
ยังไม่หิว,မဆာသေးဘူး,5500,Ready,Daily
ยังไม่ได้กิน,မစားရသေးဘူး,5000,Ready,Daily
ยากจนหรือรวย,ဆင်းရဲ သို့ ချမ်းသာသော,4500,Queue,Adjective
ยากมา,လာချင်တယ်,7000,Ready,Desire
ยากได้สีเหลือง,အဝါရောင်လိုချင်တယ်။,3500,Ready,Color
ยางรัด,သားရေကွင်း,1500,Queue,Object
ยางแบน,ဘီးပေါက်တယ်,1500,Queue,Daily
ยาดมสมุนไพร,ရှူဆေး,800,Ready,Health
ยาม,နာရီထိုး(ညဖက်)ထိုင်း,500,Queue,Time
ยาวและสั้น,ရှည် နှင့် တိုသော (အကုန်သုံး),1500,Queue,Adjective
ยาสีฟันและแปรงสีฟัน,သွားတိုက်ဆေးနှင့် သွားပွတ်တံ,2000,Queue,Object
ยำกุ้งสด,ပုဇွန်အစိမ်းသုပ်,500,Queue,Food
ยำขนมจีน,မုန့်တီသုပ်,500,Queue,Food
ยำตีนไก่,ကြက်ခြေထောက်သုပ်,2000,Queue,Food
ยำปูม้า,ကဏန်းအစိမ်းသုပ်,2000,Queue,Food
ยำลูกชิ้น,အသားလုံးသုပ်,1000,Queue,Food
ยำวุ้นเส้น,ကြာဇံသုပ်,3000,Queue,Food
ยำหมูยอ,ဝက်အူချောင်းသုပ်,1000,Queue,Food
ยำหูหมู,ဝက်နားရွက်သုပ်,1000,Queue,Food
ยำไส้วัว,အမဲအူသုပ်,2500,Queue,Food
ยิงประตู,ဂိုးသွင်းသည်,0,Queue,Sport
ยินดีที่ได้รู้จักคับ,တွေ့ရတာ၀မ်းသာပါတယ်။,10000,Ready,Greeting
ยินดีให้บริการ,ဝန်ဆောင်မှုပေးရတာ ဝမ်းသာတယ်,750,Queue,General
ยี่สิบ,နှစ်ဆယ်,4200,Ready,Number
ยี่สิบสอง,နှစ်ဆယ့်နှစ်,4200,Ready,Number
ยี่สิบเอ็ด,နှစ်ဆယ့်တစ်,4200,Ready,Number
ยี่ห้อ,အမှတ်တံဆိပ်,500,Queue,General
ยี่เป็ง,မီးပုံးပျံပွဲ,500,Queue,Festival
ยุงและแมลงวัน,ခြင်နဲ့ယင်,1000,Queue,Nature
ร เรือ,လှေ,8000,Ready,Consonant
รถคันนี้เร็วกว่ารถคันนั้น,ဒီကားက အဲဒီကားထက် ပိုမြန်တယ်။,500,Queue,General
รถตู้,ဗင်ကား,1000,Queue,Transportation
รถผมเสีย,ဆိုင်ကယ်ပျက်သွားတယ်,1000,Queue,Daily
รถหรือจักรยาน,ကား သို့ စက်ဘီး,1000,Queue,Object
รถแดง,လိုင်းကားနီ,400,Ready,Transportation
รถไฟ,မီးရထား,800,Queue,Transportation
รถไฟฟ้า,ကောင်းကင်ရထား,800,Queue,Transportation
รถไฟฟ้าใต้ดิน,မြေအောက်ရထား,400,Ready,Transportation
รวบแล้ว,ဖမ်းနေပြီ။,600,Ready,Daily
รสชาติ,အရသာ,2300,Queue,Food
รหัสผ่าน,စကားဝှက်,0,Queue,Technology
รอ,စောင့်သည်,1000,Queue,Verb
รองเท้า,ရှူးဖိနပ်,310,Ready,Clothing
รองเท้าผ้าใบ,အားကစားဖိနပ်,3200,Queue,Clothing
รองเท้าผ้าใบ,စနိကာ,3000,Queue,Object
รองเท้าส้นสูง,ခုံမြင့်ဖိနပ်,500,Queue,Clothing
รองเท้าแตะ,ခြေညှပ်ဖိနပ်,1000,Queue,Clothing
รอแป๊บ,ခဏလေးနော်,2000,Queue,General
ระยะเวลาที่พักอยู่,နေထိုင်သည့်ကာလ,0,Queue,Immigration
ระหว่างการสอบ,စာမေးပွဲတွင်း,1500,Queue,School
ระเบียง,ဝရံတာ,2100,Queue,Object
รักและเกลียด,အချစ်နဲ့ အမုန်း,10000,Queue,Emotion
รัฐบาล,အစိုးရ,1000,Queue,Politics
รับกลับ,ပါဆယ်,2700,Queue,Daily
ราคา,ဈေးနှုန်း,1500,Queue,General
ราคาแหวนถูกกว่าสร้อยคอ,ဟ,800,Queue,Object
ราชพฤกษ์,ငုပင်,3000,Queue,Nature
รายการสิ่งที่ต้องทำ,လုပ်ရန်စာရင်း,1700,Queue,General
รายสัปดาห์,အပတ်စဉ်,4500,Queue,Time
รำดีดี,ကောင်းကောင်းက,1000,Queue,Action
รูปู,ဂဏန်းကျင်း,1000,Queue,Nature
ร่วมกัน,အတူ,1500,Queue,General
ร่างกาย,ကိုယ်လုံး,500,Ready,Body
ร้อนหรือเย็น,ပူသော သို့ အေးသော,2000,Queue,Adjective
ร้อย,ရာ,4200,Ready,Number
ร้านขายยา,ဆေးဆိုင်,1500,Ready,Place
ร้านถ่ายเอกสาร,မိတ္တူဆိုင်,1000,Queue,Place
ร้านล้างรถ,ကားရေဆေးဆိုင်,1500,Ready,Place
ร้านอะไหล่มอไซค์,ဆိုင်ကယ်အပိုပစ္စည်းဆိုင်,500,Ready,Driving
ร้านอาหาร,စားသောက်ဆိုင်,500,Ready,Food
ร้านแร็คหลังคา,ကားအမိုးပစ္စည်းတင်,1800,Ready,Job
ฤ ฤดู,ဥတု,5500,Queue,Vowel
ฤดูฝนและฤดูหนาว,မိုးရာသီနဲ့ ဆောင်းရာသီ,600,Queue,Weather
ฤดูร้อนครับ,နွေရာသီ။,120,Ready,Weather
ฤดูร้อนอากาศร้อนมากในเดือนเมษายน,ဧပြီလတွင် နွေရာသီသည် အလွန်ပူသည်။,600,Queue,Weather
ฤดูร้อนอากาศร้อนมากไหมครับ,နွေရာသီက အရမ်းပူလား,600,Queue,Weather
ฤดูหนาว,ဆောင်းရာသီ။,200,Ready,Weather
ฤดูหนาวมีประมาณ2เดือน,ဆောင်းရာသီက ၂ လလောက်ကြာတယ်။,600,Queue,Weather
ฤดูหนาวฤดูใบไม้ผลิ,ဆောင်းရာသီ၊ နွေဦး,600,Queue,Weather
ฤดูหนาวอากาศหนาวมากและมีหิมะตกครับ,ဆောင်းရာသီက အရမ်းအေးပြီး နှင်းတွေကျတယ်။,600,Queue,Weather
ฤดูหนาวอากาศเป็นยังไงครับ,ဆောင်းတွင်းမှာ ရာသီဥတုက ဘယ်လိုလဲ။,600,Queue,Weather
ฤา ฤา,သို့မဟုတ်,5500,Queue,Vowel
ล ลิง,မျောက်,8000,Ready,Consonant
ลงทะเบียน,မှတ်ပုံတင်သည်,0,Queue,Immigration
ลดหน่อยได้ไหม,ဈေးနည်းနည်းလျှော့ပေးဦးမလား,400,Ready,Daily
ลมและฝน,လေနဲ့ မိုး,1400,Queue,Nature
ลอง,ကြိုးစားသည်,1000,Queue,Verb
ละ,နှုန်း,500,Ready,Measurement
ลาก่อนนะ,သွားတော့မယ်။,13100,Ready,Greeting
ลาบเมืองลาบอีสาน,အသားစင်းကောဟင်း,100,Ready,Food
ลายมือชื่อ,လက်မှတ်,3100,Queue,General
ลาว,လာအို,3000,Ready,Country
ลำโพง,စပီကာ,2500,Queue,Object
ลิสต์ต้องทำ,လုပ်စရာ,500,Queue,General
ลิ้นจี่,လိုင်ချီး,200,Ready,Nature
ลิ้นชัก,အံ့ဆွဲ,1500,Queue,Object
ลีลาวดีลั่นทม,တရုတ်စကားပန်း,500,Ready,Flower
ลุงและน้า,ဘကြီးဘထွေး (အဖေ့ဖက်),800,Queue,Family
ลูกชายและลูกสาว,သားနဲ့သမီး,800,Queue,Family
ลูกชิ้นเนื้อ,အမဲလုံး,400,Ready,Food
ลูกพี่ลูกน้อง,ဝမ်းကွဲမောင်နှမ,1000,Queue,Family
ลูกเขยและลูกสะใภ้,သားမက်နဲ့ ချွေးမ,1500,Queue,Family
ล้อเล่นนะ,စတာပါ,1000,Queue,General
ล้างในกับนอกด้วยครับ,အတွင်းရောအပြင်ရော ဆေးပေးပါ,800,Ready,Daily
ฦ ฦทธิ์,အစွမ်း,6500,Queue,Vowel
ฦา ฦาชา,ဘုရင်,5500,Queue,Vowel
ว แหวน,လက်စွပ်,8000,Ready,Consonant
วัดพุทธ,ဘုရားတန်ဆောင်း,1500,Queue,Religion
วัดเกต,ဝက်ကတ်,1500,Ready,Place
วันจันทร์,တနင်္လာနေ့,3500,Queue,Time
วันที่2กุมภาพันธ์ปีค.ศ.1985,ဒီနေ့ ဖေဖော်ဝါရီ ၂၊ ၁၉၈၅,150,Ready,Time
วันที่เท่าไหร่,ဘယ််နေ့လဲ,15,Ready,General
วันนี้,ဒီနေ့,500,Queue,Time
วันนี้กินแกงเขียวหวาน,ဒီနေ့ ဟင်းစိမ်းစားတယ်။,1500,Ready,Daily
วันนี้ฉันจะพักผ่อนอยู่บ้าน,ဒီနေ့ အိမ်မှာပဲ အနားယူမယ်,0,Queue,Leisure
วันนี้ตอนเช้าคุณทำอะไรครับ,ဒီမနက် ဘာလုပ်ခဲ့လဲ။,600,Queue,General
วันนี้ผมใส่,ဒီနေ့ကျနော် ဝတ်လာတာက,30,Ready,Daily
วันนี้ฝนตก,ဒီနေ့ မိုးရွာတယ်,700,Ready,Weather
วันนี้วันที่เท่าไหร่เดือนอะไรและปีพ.ศ.อะไรครับ,ဒီနေ့ ဘာလနဲ့ ဘယ်နှစ်လဲ?,200,Ready,Time
